Chromophore,Solvent,Quantum yield
NC1=C(C2=CC=C(OC)C=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.03
NC1=C(C2=CC=C(Br)C=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.01
NC1=C(C2=CC=CC=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.02
NC1=C(C2=CC=C(C=CC=C3)C3=C2)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.02
NC1=C(C2=C(C=CC=C3)C3=CC=C2)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.05
NC1=C(C2=CC=C(OC3=CC=CC=C3)C=C2)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.05
NC1=C(C2=CC=C(C3=CC=CC=C3)C=C2)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.02
NC1=C(C2=CC3=C(C4=C(C=CC=C4)C3)C=C2)C(C#N)=C5C=CC=CN51,CN(C)C=O,0.1
NC1=C(C2=NNC3=C2C=CC=C3)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.07
NC1=C(C2=C(O)C=CC=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.03
NC1=C(C#CC2=CC=CC=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.24
NC1=C(C2=CC(C=CC=C3)=C3O2)C(C#N)=C4C=CC=CN41,CN(C)C=O,0.06
NC1=C(C2=C(F)C=CC=C2)C(C#N)=C3C=CC=CN31,CN(C)C=O,0.09
NC1=C(C2=CC=CC=C2)C(C#N)=C3C=NC=CN31,CN(C)C=O,0.22
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.014
F[B-]([N+]1=CC=CC1=C2C3=CC(F)=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.006
F[B-]([N+]1=CC=CC1=C2C3=CC(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)=CC=C3)(F)N5C2=CC=C5,C1CCOC1,0.028
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(OC(C4=CC=CC=C4)C(NC(C)(C)C)=O)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.005
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(OC(C4=CC=C(Br)C=C4)C(NC(C)(C)C)=O)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.004
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(OC(C4=CC=C(C(F)(F)F)C=C4)C(NC(C)(C)C)=O)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.004
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(OC(C4=CC=C([N+]([O-])=O)C=C4)C(NC(C)(C)C)=O)=O)C=C3)(F)N5C2=CC=C5,C1CCOC1,0.003
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)N(CC4=CC=CC=C4)C(C5=CC=CC=C5)=O)C=C3)(F)N6C2=CC=C6,C1CCOC1,0.009
F[B-](F)(N1C2=CC=C1)[N+]3=CC=CC3=C2C4=CC=C(C=C4)C(N(C(C5=CC=CC=C5)=O)CC6=CC=C(OC)C=C6)C(NC(C)(C)C)=O,C1CCOC1,0.011
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(N(C(C4=CC=CC=C4)C(NC(C)(C)C)=O)CC5=CC=C(OC)C=C5)=O)C=C3)(F)N6C2=CC=C6,C1CCOC1,0.007
F[B-]([N+]1=CC=CC1=C2C3=CC(N(C(C4=CC=CC=C4)=O)C(C(NC(C)(C)C)=O)C5=CC(Br)=CC(Br)=C5)=CC=C3)(F)N6C2=CC=C6,C1CCOC1,0.054
F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,C1CCOC1,0.16
F[B-](F)(N1C2=CC=C1)[N+]3=C(C4=CC=C([N+]([O-])=O)C=C4)C=CC3=C2C5=CC(F)=C(C=C5)C(OC(C6=CC=CC=C6)=O)C(NC(C)(C)C)=O,C1CCOC1,0.07
F[B-]1(F)N2C=CC=C2C(C3=CC(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)=CC=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,C1CCOC1,0.16
F[B-]1(F)N2C=CC=C2C(C3=CC=C(C(OC(C4=CC=C(C(F)(F)F)C=C4)C(NC(C)(C)C)=O)=O)C=C3)=C5[N+]1=C(C6=CC=C([N+]([O-])=O)C=C6)C=C5,C1CCOC1,0.04
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N(C=CC(C(C)=O)=C3)C3=C2C4=CC=C(C5=NN=C(C)N=N5)C=C4,"CC#N, O",0.011
O=C1N(CC2=C1N3C=CC(C4=NN=C(N=N4)C)=CC3=C2C5=CC=CC=C5)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.002
O=C1N(CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C=C4)C(NCC5=CC=C(C6=NN=C(N=N6)C)C=C5)=O)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.042
O=C1N(CC2=C1N3C=CC(C(NCC4=CC=C(C5=NN=C(N=N5)C)C=C4)=O)=CC3=C2C6=CC=CC=C6)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.012
O=C1N(CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4)CCCNC(CCC(NCC5=CC=C(C6=NN=C(N=N6)C)C=C5)=O)=O,"CC#N, O",0.017
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C4=NN=C(C)N=N4)=CC3=C2C5=CC=C(OC)C=C5,"CC#N, O",0.001
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C4=NN=C(C)N=N4)=CC3=C2C5=CC=C(N)C=C5,"CC#N, O",0.002
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N3C=CC(C4=NN=C(C)N=N4)=CC3=C2C5=CC=C(N(CC)CC)C=C5,"CC#N, O",0.001
CC1=NN=C(C(C=C2)=CC=C2CNC(C3=CC4=C(C5=CC=C(N(CC)CC)C=C5)C6=C(N4C=C3)C(N(CCCNC(OC(C)(C)C)=O)C6)=O)=O)N=N1,"CC#N, O",0.005
O=C(NCCCN1CC2=C(C1=O)N3C(C=C(C=C3)C(C)=O)=C2C4=CC=C(N(CC)CC)C=C4)CCC(NCC5=CC=C(C(N=N6)=NN=C6C)C=C5)=O,"CC#N, O",0.013
O=C1N(CCCNC(OC(C)(C)C)=O)CC2=C1N(C=CC(C(C)=O)=C3)C3=C2C4=CC=C(C5=NNC(C)=C6CCCCCCC56)C=C4,"CC#N, O",0.168
O=C1N(CC2=C1N3C=CC(C4=NNC(C)=C5CCCCCCC45)=CC3=C2C6=CC=CC=C6)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.683
O=C1N(CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=C(C=C4)C(NCC5=CC=C(C6=NNC(C)=C7CCCCCCC67)C=C5)=O)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.583
O=C1N(CC2=C1N3C=CC(C(NCC4=CC=C(C5=NNC(C)=C6CCCCCCC56)C=C4)=O)=CC3=C2C7=CC=CC=C7)CCCNC(OC(C)(C)C)=O,"CC#N, O",0.616
O=C1N(CC2=C1N3C=CC(C(C)=O)=CC3=C2C4=CC=CC=C4)CCCNC(CCC(NCC5=CC=C(C6=NNC(C)=C7CCCCCCC67)C=C5)=O)=O,"CC#N, O",0.325
CC1=C2CCCCCCC2C(C3=CC4=C(C5=CC=C(OC)C=C5)C6=C(N4C=C3)C(N(CCCNC(OC(C)(C)C)=O)C6)=O)=NN1,"CC#N, O",0.485
CC1=C2CCCCCCC2C(C3=CC4=C(C5=CC=C(N)C=C5)C6=C(N4C=C3)C(N(CCCNC(OC(C)(C)C)=O)C6)=O)=NN1,"CC#N, O",0.064
CC1=C2CCCCCCC2C(C3=CC4=C(C5=CC=C(N(CC)CC)C=C5)C6=C(N4C=C3)C(N(CCCNC(OC(C)(C)C)=O)C6)=O)=NN1,"CC#N, O",0.045
CC1=C2CCCCCCC2C(C(C=C3)=CC=C3CNC(C4=CC5=C(C6=CC=C(N(CC)CC)C=C6)C7=C(N5C=C4)C(N(CCCNC(OC(C)(C)C)=O)C7)=O)=O)=NN1,"CC#N, O",0.016
O=C(NCCCN1CC2=C(C1=O)N3C(C=C(C=C3)C(C)=O)=C2C4=CC=C(N(CC)CC)C=C4)CCC(NCC5=CC=C(C6=NNC(C)=C7C6CCCCCC7)C=C5)=O,"CC#N, O",0.028
C1(OC=C2)=C2C=C(OC=C3)C3=C1,ClCCl,0.98
C1(OC(C2=CC=CC=C2)=C3)=C3C=C(OC(C4=CC=CC=C4)=C5)C5=C1,ClCCl,0.8
C1(OC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C5)=C5C=C(OC(C6=CC=C(N(C7=CC=CC=C7)C8=CC=CC=C8)C=C6)=C9)C9=C1,ClCCl,0.19
C1(OC(C2=CC=C(N3C4=CC=CC=C4C5=C3C=CC=C5)C=C2)=C6)=C6C=C(OC(C7=CC=C(N(C8=CC=CC=C89)C%10=C9C=CC=C%10)C=C7)=C%11)C%11=C1,ClCCl,0.97
FC(C(F)=C1F)=C(F)C(F)=C1C2=CC3=C(O2)C=C4C(OC(C5=C(F)C(F)=C(F)C(F)=C5F)=C4)=C3,ClCCl,0.57
C1(OC(C2=CC=CC=C2)=C3)=C3C=C(C=C(C4=CC=CC=C4)O5)C5=C1,ClCCl,0.93
C1(OC(C2=CC=C(N(C3=CC=CC=C3)C4=CC=CC=C4)C=C2)=C5)=C5C=C(C=C6C7=CC=C(N(C8=CC=CC=C8)C9=CC=CC=C9)C=C7)C(O6)=C1,ClCCl,0.73
C1(OC(C2=CC=C(N3C4=CC=CC=C4C5=C3C=CC=C5)C=C2)=C6)=C6C=C(C=C7C8=CC=C(N(C9=CC=CC=C9%10)C%11=C%10C=CC=C%11)C=C8)C(O7)=C1,ClCCl,0.74
FC(C(F)=C1F)=C(F)C(F)=C1C2=CC3=C(O2)C=C(O4)C(C=C4C5=C(F)C(F)=C(F)C(F)=C5F)=C3,ClCCl,0.81
C1(OC(C2=CC=CC=C2)=C3)=C3C(C=CC4=C5C=C(C6=CC=CC=C6)O4)=C5C=C1,ClCCl,0.99
CCC(CCCC)CC(C=C1)=CC=C1C2=CC3=C(O2)C=CC4=C3C=CC5=C4C=C(C6=CC=C(CC(CCCC)CC)C=C6)O5,ClCCl,0.93
C1(OC(C2=CC=CC=C2)=C3C4=CC=CC=C4)=C3C(C=CC5=C6C(C7=CC=CC=C7)=C(C8=CC=CC=C8)O5)=C6C=C1,ClCCl,0.98
C1(C=C(C2=CC=CC=C2)O3)=C3C(C=CC4=C5OC(C6=CC=CC=C6)=C4)=C5C=C1,ClCCl,0.88
C1(OC(C2=CC=CC=C2)=C3)=C3C=C(C=C(OC(C4=CC=CC=C4)=C5)C5=C6)C6=C1,ClCCl,0.72
C1(OC(C2=CC=CC=C2)=C3)=C3C=C(C=C(C=C(OC(C4=CC=CC=C4)=C5)C5=C6)C6=C7)C7=C1,ClCCl,0.4
C1(OC(C2=CC=CC=C2)=C3)=C3C(C=C(C=CC4=C5C=C(C6=CC=CC=C6)O4)C5=C7)=C7C=C1,ClCCl,0.29
C1(C=C(C2=CC=CC=C2)O3)=C3C(C=C(C=CC4=C5OC(C6=CC=CC=C6)=C4)C5=C7)=C7C=C1,ClCCl,0.81
COC1=CC=C(C#CC2=CC=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.86
CSC1=CC=C(C#CC2=CC=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.82
CN(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.78
N#CC1=CC(C#CC2=CC=CC=C2C#N)=CC=C1C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,ClC(Cl)Cl,0.86
COC1=CC=C(C#CC2=CC=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.9
CSC1=CC=C(C#CC2=CC=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.85
CN(C)C1=CC=C(C#CC2=CC=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.6
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=CC=C1C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,ClC(Cl)Cl,0.77
COC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3)C=C2C#N)C=C1,ClC(Cl)Cl,0.94
CSC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3)C=C2C#N)C=C1,ClC(Cl)Cl,0.85
CN(C)C1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3)C=C2C#N)C=C1,ClC(Cl)Cl,0.58
N#CC1=CC(C#CC2=CC=CC=C2)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,ClC(Cl)Cl,0.75
COC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.93
CSC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.92
CN(C)C1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.5
N#CC1=CC(C#CC2=CC=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,ClC(Cl)Cl,0.73
COC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.91
CSC1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.88
CN(C)C1=CC=C(C#CC2=CC(C#N)=C(C#CC3=CC(C#N)=CC=C3C#N)C=C2C#N)C=C1,ClC(Cl)Cl,0.32
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3,ClC(Cl)Cl,0.56
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=C(C#N)C=C4)C5=CC=C(C#N)C=C5)C=C3,ClC(Cl)Cl,1.0
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=C(OC)C=C4)C5=CC=C(OC)C=C5)C=C3,ClC(Cl)Cl,0.01
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=C(C5=CC=CC=C5)C=C4)C6=CC=C(C7=CC=CC=C7)C=C6)C=C3,ClC(Cl)Cl,0.26
N#CC1=CC(C#CC2=CC(C#N)=CC=C2C#N)=C(C#N)C=C1C#CC3=CC=C(N(C4=CC=C(C5=CC=C(C#N)C=C5)C=C4)C6=CC=C(C7=CC=C(C#N)C=C7)C=C6)C=C3,ClC(Cl)Cl,0.76
COC(C=C1)=CC=C1C(C=C2)=CC=C2N(C3=CC=C(C4=CC=C(OC)C=C4)C=C3)C5=CC=C(C#CC6=CC(C#N)=C(C#CC7=CC(C#N)=CC=C7C#N)C=C6C#N)C=C5,ClC(Cl)Cl,0.03
F[B-]([N+]1=CC=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5,CCOC(C)=O,0.01
F[B-]([N+]1=C(C)C=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5C,CCOC(C)=O,0.04
F[B-]([N+]1=C(CC)C=CC1=C2C3=CC=C(C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)C=C3)(F)N5C2=CC=C5CC,CCOC(C)=O,0.04
F[B-]([N+]1=CC=CC1=C2C(S3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC=C5,CCOC(C)=O,
F[B-]([N+]1=C(C)C=CC1=C2C(S3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC=C5C,CCOC(C)=O,
F[B-]([N+]1=C(C)C(Br)=CC1=C2C(C=C3)=CC=C3C(C(NC(C)(C)C)=O)OC(C4=CC=CC=C4)=O)(F)N5C2=CC(Br)=C5C,CCOC(C)=O,0.25
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=CC=C4)(F)N5C3=CC=C5,CCOC(C)=O,0.03
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=C(C)C=C(C)C=C4C)(F)N5C3=CC=C5,CCOC(C)=O,0.82
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=C(Br)C=C4)(F)N5C3=CC=C5,CCOC(C)=O,0.02
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=C(C(F)(F)F)C=C4)(F)N5C3=CC=C5,CCOC(C)=O,0.02
F[B-]([N+]1=CC(C(C(NC(C)(C)C)=O)OC(C2=CC=CC=C2)=O)=CC1=C3C4=CC=CS4)(F)N5C3=CC=C5,CCOC(C)=O,
CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.12
CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C#N)C=C5)=C2,ClCCl,0.15
CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(C(F)(F)F)C=C5)=C2,ClCCl,0.14
CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(OC)C=C5)=C2,ClCCl,0.16
CNC1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,ClCCl,0.73
CNC1=NC=NC2=C1C3=CC(C4=CC=C(C#N)C=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.1
CNC1=NC=NC2=C1C3=CC(C4=CC=C(C(F)(F)F)C=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.12
CNC1=NC=NC2=C1C3=CC(C4=CC=C(OC)C=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.13
CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.41
CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=CC=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,ClCCl,0.72
CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=CC=C5)=C2,ClCCl,0.15
CNC1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,ClCCl,0.41
CN(C(C)=O)C1=NC=NC2=C1C3=CC(C4=CC=C(N(C)C)C=C4)=NN3C(C5=CC=C(N(C)C)C=C5)=C2,ClCCl,0.38
CNC1=NC=NC2=C1C3=CC(CCC)=NN3C(CCC)=C2,ClCCl,
CNC1=NC=NC2=C1C3=CC(C4CCCCC4)=NN3C(CCC)=C2,ClCCl,
COC(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0021
CSC(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.003
CC(C)(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.00081
CC(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.002
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0431
C1(/C(O/2)=C/C3=CC=CC=C3)=CC=CC=C1C2=C\C4=CC=C(N5CCCC5)C=C4,ClCCl,0.0506
C1(/C(O/2)=C/C3=CC=CC=C3)=CC=CC=C1C2=C\C4=CC=C(N5CCCCC5)C=C4,ClCCl,0.0552
C1(/C(O/2)=C/C3=CC=CC=C3)=CC=CC=C1C2=C\C4=CC=C(N5CCOCC5)C=C4,ClCCl,0.029
COC1=CC=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0007
COC(C(OC)=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0029
COC1=CC(OC)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0043
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=C(OC)C=C4,ClCCl,0.0936
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=C(C)C=C4,ClCCl,0.0637
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=C(Cl)C=C4,ClCCl,0.0431
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=C(C(F)(F)F)C=C4,ClCCl,0.0243
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC=C(C#N)C=C4,ClCCl,0.0225
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=C(OC)C=CC=C4,ClCCl,0.0253
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=C(Cl)C=CC=C4,ClCCl,0.0112
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC(Cl)=CC=C4,ClCCl,0.0477
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC=CC=C3\2)=C\C4=CC(C=CC=C5)=C5C=C4,ClCCl,0.0449
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC(C)=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.0618
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC(Cl)=CC=C3\2)=C\C4=CC=CC=C4,ClCCl,0.103
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC(OC)=C(OC)C=C3\2)=C\C4=CC=C(OC)C=C4,ClCCl,0.0262
CN(C)C(C=C1)=CC=C1/C=C2O/C(C3=CC(F)=CC=C3\2)=C\C4=CC=C(F)C=C4,ClCCl,0.15
OCC(C=C1)=CC=C1/C=C(O/2)/C3=CC=CC=C3C2=C\C4=CC=C(N5CCCCC5)C=C4,ClCCl,0.0637
N#CC1=CC=C2C(/C(O/C2=C\C3=CC=C(N4CCCCC4)C=C3)=C/C5=CC=CC=C5)=C1,ClCCl,0.117
N#CC(C=C1)=CC=C1/C=C(O/2)/C3=CC=CC=C3C2=C\C4=CC=C(N5CCCCC5)C=C4,ClCCl,0.0524
CCCCN1C2=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2C5=C1C=C(C6=CC=C(/C=C(C#N)/C(O)=O)S6)C=C5,ClCCl,
CCCCN1C2=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=CC=C2C5=C1C=C(C6=CC=C(C7=CC=C(/C=C(C#N)/C(O)=O)S7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=CS6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC=CC(C=O)=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC=C(C=O)C=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC=C(C8=CC=C(C=O)S8)S7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC(C(CC)(CC)C8=C9C=CC(C=O)=C8)=C9C=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC(N(CCCC)C8=C9C=CC(C=O)=C8)=C9C=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC=C(/C=C(C#N)/C(O)=O)C=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC(/C=C(C#N)/C(O)=O)=CC=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C3=C1C=C(C=C3)C4=CC=C(S4)C5=CC=C(S5)C6=CC=C(S6)/C=C(C#N)/C(O)=O)C=CC(N(C7=CC=CC=C7)C8=CC=CC=C8)=C2,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC(C(CC)(CC)C8=C9C=CC(/C=C(C#N)/C(O)=O)=C8)=C9C=C7)S6)C=C5,ClCCl,
CCCCN1C2=C(C=CC(N(C3=CC=CC=C3)C4=CC=CC=C4)=C2)C5=C1C=C(C6=CC=C(C7=CC(N(CCCC)C8=C9C=CC(/C=C(C#N)/C(O)=O)=C8)=C9C=C7)S6)C=C5,ClCCl,
CCCCN1C(C2=CC=CS2)=NC3=C1C4=C(C5=C3C=CC=N5)N=CC=C4,ClCCl,0.11
CCCCN1C(C2=CC=C(Br)S2)=NC3=C1C4=C(C5=C3C=CC=N5)N=CC=C4,ClCCl,0.05
CCCCN1C(C2=CC=C(C3=CC=NC=C3)S2)=NC4=C1C5=C(C6=C4C=CC=N6)N=CC=C5,ClCCl,0.7
CCCCN1C(C2=CC=C(C3=CC=C(C(OCC)=O)C=C3)S2)=NC4=C1C5=C(C6=C4C=CC=N6)N=CC=C5,ClCCl,0.69
CCCCN1C(C2=CC=C(C3=CC=C(N(C4=CC=CC=C4)C5=CC=CC=C5)C=C3)S2)=NC6=C1C7=C(C8=C6C=CC=N8)N=CC=C7,ClCCl,0.73
